handle	title	abstract
Backer2020-Incubation_period_of_2019_novel_coronavirus_2019-nCoV_infections_among_travellers_from_Wuhan_China_20_28_January_2020	Período de incubación de infecciones por el nuevo coronavirus 2019 (2019-nCoV) entre viajeros de Wuhan, China, 20-28 de enero de 2020	Un nuevo coronavirus (2019-nCoV) está causando un brote de neumonía viral que comenzó en Wuhan, China. Utilizando la historia de viaje y la aparición de síntomas de 88 casos confirmados que se detectaron fuera de Wuhan en la fase temprana del brote, se estima que el período medio de incubación es de 6,4 días (intervalo creíble del 95%: 5,6-7,7), oscilando entre 2,1 a 11,1 días (percentil 2,5 a 97,5).Estos valores deben ayudar a informar las definiciones de casos de 2019-nCoV y las duraciones de cuarentena apropiadas.
Bacq2020-The_COVID-19_Virtual_Idea_Blitz-Marshaling_social_entrepreneurship_to_rapidly_respond_to_urgent_grand_challenges	La idea virtual blitz de COVID-19: Organizar el emprendimiento social para responder rápidamente a grandes desafíos urgentes	En respuesta a los grandes desafíos sociales,los profesores tienen oportunidades únicas para efectuar cambios, reutilizando su experiencia para desplegar conocimientos relevantes, oportunos, prácticos y respaldados por la investigación para el mejoramiento de las comunidades.A partir de una beca sobre organización postcrisis, el ajetreo empresarial y el emprendimiento social, se ofrece una descripción de caso en tiempo real de primera mano de una "idea virtual blitz" de tres días organizada en respuesta a la crisis de COVID-19.El evento fue organizado y ejecutado en menos de una semana y en última instancia involucró a 200 individuos, incluidos empresarios, codificadores, los médicos, capitalistas emprendedores, estudiantes y profesores de todo el mundo. Al final del fin de semana se desarrollaron 21 ideas con puntos correspondientes en cinco áreas temáticas: necesidades de salud, educación, pequeñas empresas, comunidad y compra. Se describe cómo se reunió rápidamente la comunidad, y se discuten los resultados clave para el aprendizaje de este esfuerzo empresarial espontáneo. Se proporciona evidencia de los participantes y mentores que muestra el valor de la idea virtual blitz comprimida en el tiempo en la aceleración de la acción empresarial social.Se ofrece orientación práctica a instituciones académicas, comunitarias y profesionales que desearían replicar o construir sobre nuestro enfoque para estimular la formación de esfuerzos comunitarios y de coordinación para frustrar la amenaza actual de COVID19, así como otros desafíos sociales que podrían surgir en el futuro
Badreldin2020-Restructuring_the_inpatient_advanced_pharmacy_practice_experience_to_reduce_the_risk_of_contracting_coronavirus_disease_2019-Lessons_from_Saudi_Arabia	Reestructuración de la experiencia de prácticas farmacéuticas avanzadas en pacientes hospitalizados para reducir el riesgo de contraer la enfermedad del coronavirus 2019: Lecciones de Arabia Saudita	Introducción El 11 de marzo de 2020, la Organización Mundial de la Salud anunció la rápida propagación epidémica de la pandemia de la enfermedad por coronavirus 2019 (COVID-19).Casi todos los países comenzaron a tomar medidas preventivas proactivas para reducir el riesgo de contraer el virus. El sector de la educación, incluida la educación farmacéutica, ha sido drásticamente impactado por esta pandemia. Durante el brote, muchos hospitales instruyeron a las escuelas de la profesión médica para restringir o prevenir la presencia de sus estudiantes e internos en sus hospitales en un esfuerzo por limitar la propagación del virus. Objetivos Limitar la presencia de internos en el hospital afiliado ha impactado la integridad de la entrega de los resultados de aprendizaje de cada rotación clínica.En este trabajo, se presenta la experiencia de cuatro preceptores docentes en la reestructuración de la experiencia práctica de farmacia avanzada en diferentes entornos clínicos, incluyendo cuidados críticos, enfermedades infecciosas, cardiología y medicina interna, con el fin de reducir el riesgo de contratación de COVID-19 en una gran institución médica académica en Arabia Saudita.Conclusión Se cree que esta experiencia podría proporcionar orientación y discernimiento para otras escuelas de farmacia que se ocupan de este problema durante esta pandemia global.
Escalera-Antezana2020-Clinical_features_of_the_first_cases_and_a_cluster_of_Coronavirus_Disease_2019_COVID-19_in_Bolivia_imported_from_Italy_and_Spain	Características clínicas de los primeros casos y de un grupo de enfermos de coronavirus 2019 (COVID-19) importada de Italia y España en Bolivia.	Introducción En marzo de 2020, la enfermedad de coronavirus 2019 (COVID-19) llegó a Bolivia. Aquí se presentan los principales hallazgos clínicos y las características epidemiológicas de la primera serie de casos, y de un grupo, confirmados en Bolivia. Métodos Para este estudio observacional, retrospectivo y transversal, se obtuvo información de los hospitales y del Ministerio de salud para los casos diagnosticados y relacionados con el laboratorio en marzo de 2020. Se utilizó RT-PCR para la detección del ARN del SARS-CoV-2 siguiendo el protocolo del hospital Charité en Berlin, Alemania, a partir de hisopos nasofaríngeos.Resultados De los 152 casos sospechosos investigados, se confirmó por RT-PCR que 12 (7,9%) estaban infectados con SARS-CoV-2. La media de edad fue de 39 años (RIC 25–43), y seis de ellos eran varones. Dos casos procedían de Italia y tres de España. Nueve pacientes presentaron fiebre y tos, cinco dolor de garganta y mialgias, entre otros síntomas. Sólo se hospitalizó a una mujer de 60 años con hipertensión. Ninguno de los pacientes requirió ingreso en la UCI, ni tampoco se produjeron fallecimientos en este grupo.Conclusiones: este es el primer informe de vigilancia de la COVID-19 en Bolivia, con pacientes manejados principalmente con aislamiento domiciliario. La preparación para una epidemia significativa, como ocurre en otros países, y el despliegue de planes de respuesta para la misma, se lleva a cabo ahora en este país para mitigar el impacto de la pandemia de COVID-19 en la población.
Escher2020-An_Ounce_of_Prevention-Coronavirus_COVID-19_and_Mass_Gatherings	Una pizca de prevención: Coronavirus (COVID-19) y reuniones masivas	La cobertura generalizada, continua y a menudo sensacionalista del coronavirus (COVID-19) ha cogido desprevenidos a muchos gobiernos en sus esfuerzos por proteger la salud y la seguridad de sus ciudadanos.En respuesta a la circunstancia actual de salud mundial, la Organización Mundial de la Salud (OMS) declaró pandemia la COVID-19.Las congregaciones masivas se presentan como un desafío importante para proteger la salud y la seguridad de los asistentes.La mayoría de estas congregaciones significativas son de naturaleza religiosa.Los eventos deportivos globales, como son los Juegos Olímpicos y la Copa del Mundo, plantean riesgos de salud únicos tanto para los asistentes como para las naciones anfitrionas.El aplazamiento o cancelación de dichas congregaciones puede ejercer una pérdida económica extraordinaria para la nación anfitriona,por lo que la adopción universal de mejores prácticas para el control de la infección es la única manera que tienen los gobiernos de prepararse para estas reuniones multitudinarias. En estos tiempos inciertos, depende de las organizaciones intergubernamentales ser la voz de la razón.
EstherMonica2020-Preparation_and_Response_to_COVID-19_outbreak_in_Singapore-A_Case_Report	Preparación y respuesta al brote de COVID-19 en Singapur: Un Estudio de caso	La pandemia de COVID-19 tiene un impacto abrumador en la profesión de enfermería.Las enfermeras desempeñan un papel vital antes y durante las pandemias, y son las jefas de enfermeras las que toman la iniciativa en la preparación ante los brotes.En respuesta a un brote, el reconocimiento temprano y la preparación para la creciente amenaza, así como la gestión de los retos de dotación de personal junto con el bienestar de las enfermeras, son temas de suma importancia.Las estrategias para promover el distanciamiento físico sin comprometer la formación continuada de enfermería y la atención al paciente también son esenciales.Con acciones rápidas y esfuerzos coordinados, el riesgo de propagación del virus dentro del sector sanitario se puede mantener al mínimo.Como las enfermeras están en la primera línea de atención médica, debe mantenerse su confianza en que cuentan con el respaldo del hospital.Este estudio de caso describe la preparación y respuesta de las enfermeras del Hospital General de Singapur al brote de COVID-19 en el país.
Etkind2020-The_role_and_response_of_palliative_care_and_hospice_services_in_epidemics_and_pandemics-a_rapid_review_to_inform_practice_during_the_COVID-19_pandemic	El papel y la respuesta de los servicios de cuidados paliativos y de enfermos terminales en epidemias y pandemias: una revisión rápida para informar la práctica durante la pandemia de COVID-19	Los casos de COVID-19 están aumentando rápidamente en todo el mundo, con un riesgo de mortalidad especialmente alto entre las personas con patologías previas y multimorbilidad.Este estudio tiene como objetivo sintetizar la evidencia sobre el papel y la reacción de los equipos de cuidados paliativos a epidemias/pandemias virales, para informar de la respuesta pandémica de COVID-19.Realizamos una revisión sistemática rápida de acuerdo con las directrices PRISMA en cinco bases de datos.De 3094 documentos identificados, diez fueron incluidos en esta síntesis narrativa.Los estudios incluidos provenían de África occidental, Taiwán, Hong Kong, Singapur, Estados Unidos e Italia.Todos tenían un diseño observacional. Las conclusiones se sintetizaron utilizando un marco propuesto previamente de acuerdo con 'sistemas' (políticas, capacitación y protocolos, comunicación y coordinación, datos), 'personal' (despliegue, combinación de habilidades, resiliencia), 'espacio' (provisión comunitaria, uso de tecnología) y 'cosas' (medicamentos y equipo, equipo de protección personal).Concluimos que los servicios de cuidados paliativos tienen un papel esencial en la respuesta a la COVID-19 al: 1) responder de manera rápida y flexible; 2) asegurar que los protocolos para el manejo de los síntomas estén disponibles y capacitar a los no especialistas en su uso; 3) estar involucrados en el protocolo de intervención; 4) considerar transferir recursos a la comunidad; 5) considerar la redistribución de voluntarios para brindar atención psicosocial y de duelo; 6) facilitar la camaradería entre el personal y adoptar medidas para lidiar con el estrés; 7) usar tecnología para comunicarse con pacientes y cuidadores; 8) adoptar sistemas estandarizados de recolección de datos para informar los cambios operativos y mejorar la atención.
Fahed2020-Ethical_and_Logistical_Considerations_Of_Caring_for_Older_Adults_on_Inpatient_Psychiatry_during_the_COVID-19_Pandemic	Consideraciones Éticas y Logísticas del Cuidado de Personas Mayores en Psiquiatría Hospitalaria durante la Pandemia de COVID-19	La pandemia provocada por la enfermedad de coronavirus 2019 (COVID-19) ha presentado desafíos para la prestación de atención y cuidado de personas mayores en psiquiatría hospitalaria.Se describen 2 casos: paciente A, una mujer de 62 años que inicialmente rechazó la revisión por posible COVID-19, planteando preguntas sobre el umbral de capacidad cuando la salud pública está en riesgo, y preguntas sobre si la detección de la infección debería ser diferente en personas mayores.El otro caso, el paciente B, es el de un hombre de 83 años que estaba en la unidad cuando la paciente A dio positivo, y planteó preocupaciones por el riesgo de diseminación en el marco de vagabundeo, escupitajos e incapacidad para cumplir la cuarentena en la habitación así como las medidas de uso de máscaras de protección.Revisamos las medidas adoptadas para disminuir el riesgo de transmisión y mejorar la detección de infecciones en adultos mayores.
Fahmi2020-Nonstructural_proteins_NS7b_and_NS8_are_likely_to_be_phylogenetically_associated_with_evolution_of_2019-nCoV	Es probable que las proteínas no estructurales NS7b y NS8 estén asociadas filogenéticamente con la evolución de 2019-nCoV	El séptimo nuevo Betacoronavirus que infecta humanos y que causa neumonía (2019 nuevo coronavirus , 2019-nCoV) se originó en Wuhan, China. La relación evolutiva entre 2019-nCoV y el otro coronavirus humano que causa enfermedades respiratorias no está estrechamente relacionada.Se intentó caracterizar la relación de las proteínas traducidas de 2019-nCoV con otras especies de orthocoronavirinae.Se construyó un árbol filogenético de las secuencias del genoma. Se desarrolló un árbol de racimo a partir de los perfiles recuperados de la presencia y ausencia de homólogos de diez proteínas de 2019-nCoV.Los datos combinados se usaron para caracterizar la relación de las proteínas traducidas de 2019-nCoV con otras especies de Orthocoronavirinae.Nuestro análisis sugiere de manera fiable que 2019-nCoV está más estrechamente relacionado con BatCoV RaTG13 y pertenece al subgénero Sarbecovirus de Betacoronavirus, junto con el coronavirus del SARS y el coronavirus similar al Bat-SARS.El grupo de perfiles filogenéticos de proteínas homólogas de una proteína anotada de 2019-nCoV contra otras secuencias del genoma reveló dos clados de diez proteínas de 2019-nCoV. El clado 1 consistía en un grupo de proteínas conservadas en Orthocoronavirinae que comprendía la poliproteína Orf1ab, la proteína Nucleocápside, la glucoproteína Spike y la proteína de membrana.El clado 2 consta de seis proteínas exclusivas de Sarbecovirus y Hibecovirus. Dos de las seis proteínas no estructurales Clado 2, NS7b y NS8, se conservaron exclusivamente entre el 2019-nCoV, BetaCoV_RaTG y el CoV tipo BatSARS.NS7b y NS8 han demostrado previamente que afectan la señalización de la respuesta inmune en el modelo experimental de SARS-CoV.Por lo tanto, especulamos que el conocimiento de los cambios funcionales en las proteínas NS7b y NS8 durante la evolución puede proporcionar información importante para explorar la propiedad infecciosa humana de la 2019-nCoV.
Fan2020-Anal_swab_findings_in_an_infant_with_COVID_19	Hallazgos de hisopado anal en un lactante con COVID-19	Introducción Las vías de transmisión de la enfermedad por coronavirus 2019 (COVID-19) siguen sin estar completamente claras.En este estudio de caso, se comparó la prueba para el nuevo coronavirus del síndrome respiratorio agudo grave de tipo 2 (SARS-CoV-2) en hisopado faríngeo e hisopado anal.Presentación de caso Una niña de 3 meses de edad ingresó en nuestro Hospital con COVID-19. Ambos padres habían sido diagnosticados con COVID-19. Los resultados de hisopado faríngeo e hisopado anal de la niña se registraron y compararon durante el curso de la enfermedad. La muestra orofaríngea mostró un resultado negativo para el SARS-CoV-2 el día 14 tras el inicio de la enfermedad.Sin embargo, el hisopo anal seguía siendo positivo para el SARS-CoV-2 el día 28 del inicio de la enfermedad.Conclusión Se debe evaluar la posibilidad de transmisión fecal-oral de COVID-19.La higiene personal durante la cuarentena en el hogar merece considerable atención.
Fan2020-Cardiac_injuries_in_patients_with_coronavirus_disease_2019-Not_to_be_ignored	No se deben ignorar las lesiones cardíacas en pacientes con enfermedad por coronavirus 2019.	Objetivo describir las características clínicas de la enfermedad de coronavirus 2019 (COVID-19). Métodos Se reclutaron 73 pacientes con COVID-19 [49 hombres y 24 mujeres; edad promedio: 58,36 años (DE: 14,31)] ingresados en la unidad de cuidados intensivos del Hospital Wuhan Jinyintan del 30 de diciembre de 2019 al 16 de febrero de 2020.Se recopilaron y analizaron los datos demográficos, las enfermedades subyacentes y los resultados de las pruebas de laboratorio al ingreso.Se compararon los datos entre supervivientes y no supervivientes. Resultados Los no supervivientes eran mayores (65,46 [SD 9,74] vs 46,23 [12,01]) y eran más propensos a tener enfermedades crónicas.Los no supervivientes tienden a desarrollar linfopenia más grave, con niveles más altos de proteína C reactiva, interleucina-6, dímero D y hs-troponina I (hs-TnI).Los pacientes con niveles elevados de hs-TnI al ingreso tuvieron una duración más corta desde el inicio de los síntomas hasta la muerte.El aumento de la TnI se relacionó con el pronóstico de la enfermedad. El riesgo de muerte aumentó en un 20,8% cuando el nivel de TnI aumentó en una unidad. Tras ajustar por índice inflamatorio o de coagulación, la relación predictiva independiente entre la TnI y la muerte desapareció. Conclusiones La lesión cardíaca puede ocurrir en la etapa temprana de COVID-19, lo que se asocia con una alta mortalidad.La cascada de factores inflamatorios y la anormalidad de la coagulación pueden ser mecanismos potenciales de COVID-19 combinados con lesión cardíaca.
Fan2020-Low-density_lipoprotein_is_a_potential_predictor_of_poor_prognosis_in_patients_with_coronavirus_disease_2019	La lipoproteína de baja densidad es un indicador potencial de mal pronóstico en pacientes con enfermedad por coronavirus 2019	Antecedentes La pandemia provocada por la enfermedad por coronavirus 2019 (COVID-19) se ha convertido en una amenaza global para la salud pública.La fisiopatología de los lípidos en la COVID-19 se desconoce. Métodos En este estudio longitudinal retrospectivo, se monitorearon los lípidos séricos en 17 casos de supervivientes y 4 no supervivientes de COVID-19 antes de sus infecciones virales, así como la duración de los cursos completos de la enfermedad.Resultados En los casos sobrevivientes, los niveles de lipoproteína de baja densidad (LDL) disminuyeron significativamente al ingreso en comparación con los niveles previos a la infección; los niveles de LDL permanecieron bajos constantemente durante la progresión de la enfermedad y volvieron a los niveles originales cuando los pacientes se recuperaron (preinfección: 3,5 (3,0–4,4); al ingreso: 2,8 (2,3–3,1), p <0.01; progresión: 2,5 (2,3 –3,0); alta: 3,6 (2,7–4,1); mediana (RIC), en mmol/l).En pacientes no sobrevivientes, los niveles de LDL mostraron una disminución irreversible y continua hasta la muerte (1.1 (0.9–1.2), p= 0.02 frente a los niveles al ingreso).Los cambios en la proporción de los niveles de LDL están inversamente correlacionados con los cambios en la proporción de los niveles de proteína C reactiva de alta sensibilidad. El análisis de regresión logística mostró mayores probabilidades de niveles bajos de LDL asociados con la progresión de la enfermedad (odds ratio: 4,48, 95% IC: 1,55–12,92, p = 0,006) y con la muerte en el hospital (odds ratio: 21,72, 95% IC: 1,40–337,54, p = 0,028).Conclusiones: los niveles de LDL se correlacionan inversamente con la gravedad de la enfermedad, lo que podría ser un indicador de progresión de la enfermedad y mal pronóstico.
Fan2020-Prediction_of_Epidemic_Spread_of_the_2019_Novel_Coronavirus_Driven_by_Spring_Festival_Transportation_in_China-A_Population-Based_Study	Predicción de la propagación epidémica del nuevo coronavirus de 2019 impulsada por los desplazamientos durante el Festival de la Primavera en China: un estudio poblacional	Tras el brote nuevo de coronavirus (2019-nCoV), se calculó la distribución y la escala de más de 5 millones de migrantes que residen en Wuhan después de que regresaran a sus comunidades de origen en la provincia de Hubei u otras provincias a fines de 2019 utilizando los datos de Encuesta Dinámica de Migrantes de China 2013-2018 (CMDS).Se descubrió que la distribución de los migrantes de Wuhan se centra en la provincia de Hubei (aproximadamente el 75%) a nivel provincial, disminuyendo gradualmente en las provincias circundantes en capas, con características espaciales obvias de capas circulares y escalones.La escala de migrantes de Wuhan, cuyos orígenes en la provincia de Hubei da lugar a una reducción gradiente de este a oeste dentro de la provincia, y representa el 66% del total de migrantes de Wuhan, provienen de las ciudades circundantes de la jurisdicción. La distribución comprende 94 distritos y condados de la provincia de Hubei, y el porcentaje acumulado de los 30 distritos y condados supera el 80 %.Los migrantes de Wuhan tienen una gran proporción de individuos de mediana edad y de alto riesgo. Sus características sociales incluyen migración familiar nuclear (84%), migración con familias de 3 a 4 miembros (71%), un registro de hogares rurales (85%) y trabajar o hacer negocios (84%) como la razón principal de la migración.Utilizando un marco de análisis cuasi-experimental, hallamos que el número de migrantes de Wuhan estaba altamente correlacionado con el número diario de casos confirmados.Además, comparamos la situación epidémica en diferentes regiones y descubrimos que el número de casos confirmados en algunas provincias y ciudades de la provincia de Hubei podría estar subestimado, mientras que la situación epidémica en algunas regiones ha aumentado rápidamente.Los resultados conducen a la vigilancia de la prevención y control de la epidemia en diversas regiones.
Fan2020-The_epidemiology_of_reverse_transmission_of_COVID-19_in_Gansu_Province_China	La epidemiología de transmisión inversa de COVID-19 en la provincia de Gansu, China	Antecedentes Las infecciones de COVID-19 están a punto de ser controladas en China, sin embargo, un desafío emergente para las autoridades chinas es la transmisión inversa debido a que los pacientes/portadores de COVID-19 evacúan del extranjero a China.Métodos Se analizaron las características epidemiológicas de 311 ciudadanos chinos evacuados de Irán. Todos los casos confirmados de COVID-19 entre los retornados se mostraron por el patrón de distribución espacial de la extensión de la infección por COVID-19. Resultados Las características que difirieron significativamente entre estos retornados en comparación con las cohortes infectadas originales en Gansu fueron la edad media, la ocupación y el sexo.Las diferencias observadas entre los pacientes infectados y los no pacientes entre los retornados fueron: edad, sexo, raza, ocupación, uso de máscaras y situación residencial en Irán. Las características clínicas que estaban significativamente relacionadas con la infección fueron escalofríos, dificultad respiratoria, dolor en el pecho y náuseas.El análisis del patrón de distribución espacial indicó que los retornados infectados habían residido en provincias iraníes que habían experimentado altos niveles de COVID-19.La distribución espacial de los hogares originales de estos retornados antes de la partida para Irán demostró que los retornados retornarán en gran medida al noroeste de China, a regiones que solo han experimentado bajos niveles de infección en el país. Conclusión El bloqueo de la transmisión inversa de COVID-19 es fundamental para prevenir un brote secundario de COVID-19.
Fantini2020-Structural_and_molecular_modelling_studies_reveal_a_new_mechanism_of_action_of_chloroquine_and_hydroxychloroquine_against_SARS-CoV-2_infection	Los estudios de modelado estructural y molecular revelan un nuevo mecanismo de acción de la cloroquina y la hidroxicloroquina contra la infección por SARS-CoV-2	El nuevo patógeno coronavirus SARS 2 (SARS-CoV-2) que ha aparecido recientemente es responsable de una pandemia mundial.Dada la emergencia sanitaria mundial, la reorientación de fármacos es la opción más confiable para diseñar una terapia eficaz, y sin demora, en pacientes infectados.El primer paso del ciclo de replicación viral [es decir, la fijación a la superficie de las células respiratorias, a través de la proteína viral de espiga (S)] ofrece varios objetivos terapéuticos posibles.La proteína S utiliza el receptor de la enzima convertidora de angiotensina-2 (ACE-2) para la entrada, pero también ácidos siálicos unidos a los gangliósidos de la superficie celular del huésped.Utilizando una combinación de enfoques de modelado estructural y molecular, este estudio mostró que la cloroquina (CLQ), uno de los medicamentos actualmente bajo investigación para el tratamiento del SARS-CoV-2, une los ácidos siálicos y los gangliósidos con alta afinidad.Se identificó un nuevo tipo de dominio de unión ganglionar en la punta del dominio N-terminal de la proteína S del SARS-CoV-2.Este dominio (111-158), que está completamente conservado dentro de los aislamientos clínicos en todo el mundo, puede mejorar la unión del virus a las balsas lipídicas y facilitar el contacto con el receptor ACE-2.Este estudio mostró que, en presencia de CLQ [o su derivado más activo, la hidroxicloroquina (CLQ-OH)], la proteína viral S ya no puede unirse a los gangliósidos.La identificación de este nuevo mecanismo de acción de CLQ y CLQ-OH respalda el uso de estos medicamentos reorientados para curar pacientes infectados con SARS-CoV-2.Las aproximaciones in silico utilizadas en este estudio también podrían usarse para evaluar la eficiencia de una amplia gama de candidatos a fármacos reorientados y/o innovadores antes de la evaluación clínica.
Fantini2020-nSynergistic_antiviral_effect_of_hydroxychloroquine_and_azithromycin_in_combination_against_SARS-CoV-2-what_molecular_dynamics_studies_of_virus-host_interactions_reveal	Efecto antiviral sinérgico de la hidroxicloroquina y la azitromicina en combinación contra el SARS-CoV-2: lo que revelan los estudios de dinámica molecular de las interacciones virus-huésped	La aparición del SARS-coronavirus-2 (SARS-CoV-2) es responsable de una enfermedad pandémica global conocida como enfermedad del coronavirus 19 (Covid-19).La terapia combinada de hidroxicloroquina / azitromicina se está probando actualmente para curar la Covid-19, con resultados prometedores.Sin embargo, aun no se ha establecido el mecanismo de acción molecular de esta combinación.Usando simulaciones de dinámica molecular (MD), mostramos que ambos fármacos actúan en sinergia para evitar cualquier contacto cercano entre el virus y la membrana plasmática de las células huésped.Demostramos una similitud molecular inesperada entre la azitromicina y la fraccion de azúcar de GM1, un gangliósido de balsas lipídicas que actúa como cofactor de unión del huésped para virus respiratorios.Debido a este mimetismo, la azitromicina interactúa con el dominio de unión a gangliósidos de la proteína espiga de SARS-CoV-2.Este lugar de unión compartido por la azitromicina y el GM1 muestra una tríada de aminoácidos conservada Q-134 / F-135 / N-137 ubicada en la punta de la proteína espiga.También mostramos que las moléculas de hidroxicloroquina pueden saturar los lugares de unión del virus en los gangliósidos en las proximidades del receptor primario de coronavirus ACE-2.En conjunto, estos datos muestran que la azitromicina se ataca el virus, mientras que la hidroxicloroquina ataca los factores de unión celular. Se concluye que ambos fármacos actúan como inhibidores competitivos de unión del SARS-CoV-2 a la membrana del huésped. Esto es consistente con un mecanismo antiviral sinérgico a nivel de la membrana plasmática, donde probablemente se encuentra la intervención terapéutica más eficiente.Este mecanismo molecular puede explicar los efectos beneficiosos de la terapia combinada de hidroxicloroquina/azitromicina en pacientes con Covid-19.De manera incidental, nuestros datos sugieren que la triada conservada Q-134 / F-135 / N-137 podría considerarse como un objetivo para las estrategias de vacuna.
Farrow2020-Early_Multi-organ_Point-of-Care_Ultrasound_Evaluation_of_Respiratory_Distress_During_SARS-CoV-2_Outbreak-Case_Report	Evaluación temprana multiorgánica con ecografía en el punto de atención de la dificultad respiratoria durante el brote de SARS-CoV-2: informe de caso	Introducción la enfermedad por coronavirus 2019 (COVID-19) es causada por el virus conocido como coronavirus 2 del síndrome respiratorio agudo severo (SARS-CoV-2)Varias series de casos procedentes de Italia y China han resaltado los hallazgos de la ecografía pulmonar de este proceso de la enfermedad y pueden demostrar su utilidad clínica durante la pandemia actual.Informe de caso Presentamos un caso de un paciente con COVID-19 que se presentó al departamento de emergencias dos veces en un período de 24 horas con una enfermedad de rápida progresión.Se utilizó una evaluación multiorgánica por ecografía en el punto de atención (POCUS) en la visita de retorno y en la toma de decisiones clínicas asistidas.Discusión Un examen POCUS multiorgánico permite una evaluación rápida de la disnea aguda en urgencias. Como la afectación pulmonar de COVID-19 es principalmente un proceso periférico, se puede identificar fácilmente mediante ultrasonido pulmonar.Creemos que cuando se aplica de manera eficiente y segura, un examen POCUS puede reducir la incertidumbre clínica y potencialmente limitar el uso de otras modalidades de imágenes al tratar pacientes con COVID-19.Conclusión Este caso destaca la utilidad de una evaluación multiorgánica y precoz en el punto de atención para pacientes que presentan dificultad respiratoria moderada durante la grave pandemia de SARS-CoV-2.
Fatima2020-Radiological_Findings_in_Patients_with_COVID-19	Hallazgos radiológicos en pacientes con COVID-19	Después de originarse en Wuhan, China, la enfermedad respiratoria relacionada con el coronavirus se extendió por todo el mundo, siendo declarada como pandemia por la OMS el 13 de marzo de 2020.Debido a que se contagia a través de gotitas del sistema respiratorio, la propagación comunitaria es responsable de la reciente crisis mundial.Las opciones de diagnóstico actuales incluyen la reacción en cadena de la polimerasa en tiempo real (RT-PCR) y algunas pruebas de serología, incluyedo, pero no solo, las pruebas de serología de cinco minutos aprobadas recientemente.La enfermedad se presenta como una enfermedad del tracto respiratorio inferior. Experiencias anecdóticas han demostrado que las características de imagen son cruciales para el diagnóstico ya que la evidencia radiológica de la enfermedad aparece antes de las manifestaciones clínicas y tiende a evolucionar con el tiempo, lo que puede ser útil para predecir la etapa de la enfermedad.Un escáner TC es más sensible que una radiografía de tórax para resaltar estos cambios.
Hassan2020-Coronavirus_COVID-19_-A_Review_of_Clinical_Features_Diagnosis_and_Treatment	Coronavirus (COVID-19): una revisión de las características clínicas, diagnóstico y tratamiento	El coronavirus (COVID-19) es un virus encapsulado con ARN que se encuentra diversamente en humanos y fauna silvestre. Se han identificado seis especies que causan enfermedad en los seres humanos. Se sabe que infectan al sistema neurológico, respiratorio, entérico y hepático. Las últimas décadas han visto brotes endémicos en forma de coronavirus del síndrome respiratorio del Oriente medio (MERS-CoV) y coronavirus relacionado con el síndrome respiratorio agudo grave (SARS-CoV). Una vez más, vemos la emergencia de otro brote debido a una nueva cepa llamada virus SARS-CoV-2. El brote más reciente se presentó inicialmente como neumonía de etiología desconocida en un grupo de pacientes en Wuhan, China. El epicentro de la infección estaba vinculado a los mercados mayoristas de mariscos y animales exóticos de la ciudad. El SARS-CoV-2 es altamente contagioso y ha causado una rápida pandemia del COVID-19. A medida que el número de casos sigue aumentando, resulta claro que estos virus suponen una amenaza para la salud pública. Esta revisión introducirá un panorama general del coronavirus y describir las características clínicas, la evaluación y el tratamiento de los pacientes con COVID-19.También proporcionará un medio para sensibilizar a los proveedores de atención primaria y secundaria durante la pandemia actual. Además, nuestra revisión se centra en la información clínica más actualizada para el manejo efectivo, prevención y asesoramiento de los pacientes en todo el mundo.
Hassan2020-Ramping_Up_the_Delivery_of_Cardiac_Surgery_During_the_COVID-19_Pandemic-A_Guidance_Statement_from_the_Canadian_Society_of_Cardiac_Surgeons	Aumentando la entrega de cirugía cardíaca durante la pandemia COVID-19: Una declaración de orientación de la Sociedad Canadiense de Cirujanos Cardíacos	La enfermedad del coronavirus 2019 (COVID-19) ha tenido un profundo impacto global. Su rápida transmisibilidad ha obligado a los países a adoptar medidas estrictas para contener su propagación. Como parte de la planificación necesaria de la pandemia, la mayoría de los programas de cirugía cardiaca canadiense han priorizado y retrasados procedimientos electivos en un esfuerzo para reducir la carga en el sistema de salud y movilizar recursos en caso de un aumento de la pandemia.Mientras que el número de casos de COVID-19 sigue aumentando en todo el mundo, nuevos casos han comenzado a disminuir en muchas jurisdicciones. Este «aplanamiento de la curva» ha impulsado inevitablemente discusiones en torno a la reapertura de la economía, relajando algunas restricciones de salud pública y reanudando la prestación de asistencia médica no urgente.A medida que la tasa de nuevos casos de COVID-19 comienza a disminuir, las discusiones en torno a la reapertura del sistema de salud están empezando a intensificarse. El siguiente documento proporciona una plantilla mediante la cual los programas de cirugía cardíaca pueden comenzar a acelerar la realización de cirugías cardíacas de forma deliberada y gradual a medida que la carga de la pandemia COVID-19 comienza a disminuir.
