Maida2020-_Impact_of_the_COVID-19_pandemic_on_Gastroenterology_Divisions_in_Italy-a_national_survey	BackgroundIn Italy, the spread of the COVID-19 pandemic has stressed the entire healthcare system and required a huge re-organization of many Divisions, including those of Gastroenterology.Aimsto assess the impact of COVID-19 pandemic on Gastroenterology Divisions across Italy.MethodsAll members of the Italian Society of Gastroenterology (SIGE) were invited to answer a web-based survey.ResultsData of 121 hospitals from all 20 Italian regions were analyzed. Overall, 10.7% Gastroenterology Divisions have been converted to Covid Units. Outpatients consultations, endoscopic and ultrasound procedures were limited to urgencies and oncology indications in 85.1%, 96.2% and 72.2% of Units, respectively, and 46.7% of them suspended the screening for colorectal cancer.Moreover, 72.2% of the staff received a training for use of personal protective equipment, although 45.5% did not have sufficient devices for adequate replacement. Overall, 132 healthcare workers in 41 Gastroenterology Divisions were found to be infected.ConclusionThis is the first study to evaluate, at a country level, the impact of COVID-19 outbreak on Gastroenterology Divisions. Substantial changes of practice and reduction of procedures have been recorded in the entire country. The long-term impact of such modifications is difficult to estimate but potentially very risky for many digestive diseases.
Makurumidze2020-Coronavirus-19_Disease_COVID-19_-A_case_series_of_early_suspects_reported_and_the_implications_towards_the_response_to_the_pandemic_in_Zimbabwe	Zimbabwe is among the countries that have been identified to be at risk of the COVID-19 pandemic. As of the 15th of March 2020, there has been no confirmed case of the virus. Official reports of suspect cases were used to appraise the general screening, case management, and preparedness of the country towards the COVID-19 pandemic. In terms of the surveillance and capacity to screen at ports of entry, the country seems to be faring well. The country might not be screening optimally, considering the number of COVID-19 tests conducted to date and suspected cases who missed testing. Three of the suspected cases faced mental, social, and psychological consequences due to them being suspects of COVID-19. There is a need to enhance the screening process and infrastructure at all ports of entry. More COVID-19 diagnostic tests should be procured to increase the testing capacity. Training and awareness of mental, social, and psychological consequences of COVID-19 should be offered to health care workers and the public. More financial resources should be sourced to enable the country to control the pandemic.
Maldonado2020-Repositioning_of_pentoxifylline_as_an_immunomodulator_and_regulator_of_the_renin-angiotensin_system_in_the_treatment_of_COVID-19	Pentoxifylline (PTX) is a phosphodiesterase inhibitor that increases cyclic adenosine monophosphate levels, which in turn activate protein kinase, leading to a reduction in the synthesis of proinflammatory cytokines to ultimately influence the renin-angiotensin system (RAS) in vitro by inhibiting angiotensin 1 receptor (AT1R) expression. The rheological, anti-inflammatory, and renin-angiotensin axis properties of PTX highlight this drug as a therapeutic treatment alternative for patients with COVID-19 by helping reduce the production of the inflammatory cytokines without deleterious effects on the immune system to delay viral clearance. Moreover, PTX can restore the balance of the immune response, reduce damage to the endothelium and alveolar epithelial cells, improve circulation, and prevent microvascular thrombosis. There is further evidence that PTX can improve ventilatory parameters. Therefore, we propose repositioning PTX in the treatment of COVID-19. The main advantage of repositioning PTX is that it is an affordable drug that is already available worldwide with an established safety profile, further offering the possibility of immediately analysing the result of its use and associated success rates. Another advantage is that PTX selectively reduces the concentration of TNF-α mRNA in cells, which, in the case of an acute infectious state such as COVID-19, would seem to offer a more strategic approach.
Maleki2020-Time_series_modelling_to_forecast_the_confirmed_and_recovered_cases_of_COVID-19	Coronaviruses are enveloped RNA viruses from the Coronaviridae family affecting neurological, gastrointestinal, hepatic and respiratory systems. In late 2019 a new member of this family belonging to the Betacoronavirus genera (referred to as COVID-19) originated and spread quickly across the world calling for strict containment plans and policies. In most countries in the world, the outbreak of the disease has been serious and the number of confirmed COVID-19 cases has increased daily, while, fortunately the recovered COVID-19 cases have also increased. Clearly, forecasting the “confirmed” and “recovered” COVID-19 cases helps planning to control the disease and plan for utilization of health care resources. Time series models based on statistical methodology are useful to model time-indexed data and for forecasting. Autoregressive time series models based on two-piece scale mixture normal distributions, called TP–SMN–AR models, is a flexible family of models involving many classical symmetric/asymmetric and light/heavy tailed autoregressive models. In this paper, we use this family of models to analyze the real world time series data of confirmed and recovered COVID-19 cases.
Malhotra2020-Shining_a_Light_on_the_Pathogenicity_of_Health_Care_Providers_Mobile_Phones-Use_of_a_Novel_Ultraviolet-C_Wave_Disinfection_Device	BackgroundMobile phones are known to carry pathogenic bacteria and viruses on their surfaces, posing a risk to healthcare providers (HCPs) and hospital infection prevention efforts. We utilize an Ultraviolet-C (UV-C) device to provide an effective method for mobile phone disinfection and survey HCPs about infection risk.MethodsEnvironmental swabs were used to culture HCPs’ personal mobile phone surfaces. Four cultures were obtained per phone: before and after the UV-C device's 30-second disinfecting cycle, at the beginning and end of a 12-hour shift. Surveys were administered to participants pre- and post-study.ResultsTotal bacterial colony forming units (CFUs) were reduced by 90.5% (p=0.006) after one UV-C disinfection cycle, and by 99.9% (p=0.004) after two cycles. Total pathogenic bacterial CFUs were decreased by 98.2% (p=0.038) after one and >99.99% (p=0.037) after two disinfection cycles. All survey respondents were willing to use the UV-C device daily to weekly, finding it convenient and beneficial.DiscussionThis novel UV-C disinfecting device is effective in reducing pathogenic bacteria on mobile phones. HCPs would frequently use a phone disinfecting device to reduce infection risk.ConclusionsIn light of the ongoing coronavirus (COVID-19) pandemic, a standardized approach to phone disinfection may be valuable in preventing healthcare-associated infections.
Malik2020-A_Case_of_a_COVID-19-positive_Patient	The coronavirus (COVID-19), discovered in 2019, has been creating havoc since it first emerged in China and is now spreading worldwide. Its presentation is somewhat similar to influenza. We hereby discuss the salient features of the coronavirus and present the case of a 33-year-old male who was tested positive for COVID-19.
Malik2020-COVID-19_and_the_Efficacy_of_Different_Types_of_Respiratory_Protective_Equipment_Used_by_Health_Care_Providers_in_a_Health_Care_Setting	Coronavirus, the virus that caused the global pandemic at the beginning of 2020 and affected millions across the globe, presented as an enormous challenge to health care providers around the world. With increasing numbers of infected patients presenting daily, health care workers are struggling to take effective measures to protect themselves from transmission against the highly contagious coronavirus. This case helps us understand the implications of coronavirus-infected patients on the health care providers directly responsible for the management of these patients and the relative efficacy of different types of respiratory protective equipment mainly N95 masks and surgical masks in preventing the spread of infection among those at the front lines providing care.
Malik2020-Emerging_novel_coronavirus_2019-nCoV_current_scenario_evolutionary_perspective_based_on_genome_analysis_and_recent_developments	Coronaviruses are the well-known cause of severe respiratory, enteric and systemic infections in a wide range of hosts including man, mammals, fish, and avian. The scientific interest on coronaviruses increased after the emergence of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) outbreaks in 2002-2003 followed by Middle East Respiratory Syndrome CoV (MERS-CoV). This decade’s first CoV, named 2019-nCoV, emerged from Wuhan, China, and declared as ‘Public Health Emergency of International Concern’ on January 30th, 2020 by the World Health Organization (WHO). As on February 4, 2020, 425 deaths reported in China only and one death outside China (Philippines). In a short span of time, the virus spread has been noted in 24 countries. The zoonotic transmission (animal-to-human) is suspected as the route of disease origin. The genetic analyses predict bats as the most probable source of 2019-nCoV though further investigations needed to confirm the origin of the novel virus. The ongoing nCoV outbreak highlights the hidden wild animal reservoir of the deadly viruses and possible threat of spillover zoonoses as well. The successful virus isolation attempts have made doors open for developing better diagnostics and effective vaccines helping in combating the spread of the virus to newer areas.
Manchein2020-Strong_correlations_between_power-law_growth_of_COVID-19_in_four_continents_and_the_inefficiency_of_soft_quarantine_strategies	In this work, we analyze the growth of the cumulative number of confirmed infected cases by a novel coronavirus (COVID-19) until March 27, 2020, from countries of Asia, Europe, North America, and South America. Our results show that (i) power-law growth is observed in all countries; (ii) by using the distance correlation, the power-law curves between countries are statistically highly correlated, suggesting the universality of such curves around the world; and (iii) soft quarantine strategies are inefficient to flatten the growth curves. Furthermore, we present a model and strategies that allow the government to reach the flattening of the power-law curves. We found that besides the social distancing of individuals, of well known relevance, the strategy of identifying and isolating infected individuals in a large daily rate can help to flatten the power-laws. These are the essential strategies followed in the Republic of Korea. The high correlation between the power-law curves of different countries strongly indicates that the government containment measures can be applied with success around the whole world. These measures are scathing and to be applied as soon as possible.
Mancino2020-A_single_centre_study_of_viral_community-acquired_pneumonia_in_children-no_evidence_of_SARS-CoV-2_from_October_2019_to_March_2020	Pneumonia is an important cause of morbidity and mortality in children. We described viral aetiologies, with particular interest in detecting SARS-CoV-2, in hospitalized pneumonia children. Human rhinovirus was the most frequently detected agent. No children tested positive for SARS-CoV-2. Our findings suggest that SARS-CoV-2 infection is rare in children and it was not circulating in Rome before COVID-19 outbreak.
Mandal2020-A_model_based_study_on_the_dynamics_of_COVID-19-Prediction_and_control	As there is no vaccination and proper medicine for treatment, the recent pandemic caused by COVID-19 has drawn attention to the strategies of quarantine and other governmental measures, like lockdown, media coverage on social isolation, and improvement of public hygiene, etc to control the disease. The mathematical model can help when these intervention measures are the best strategies for disease control as well as how they might affect the disease dynamics. Motivated by this, in this article, we have formulated a mathematical model introducing a quarantine class and governmental intervention measures to mitigate disease transmission. We study a thorough dynamical behavior of the model in terms of the basic reproduction number. Further, we perform the sensitivity analysis of the essential reproduction number and found that reducing the contact of exposed and susceptible humans is the most critical factor in achieving disease control. To lessen the infected individuals as well as to minimize the cost of implementing government control measures, we formulate an optimal control problem, and optimal control is determined. Finally, we forecast a short-term trend of COVID-19 for the three highly affected states, Maharashtra, Delhi, and Tamil Nadu, in India, and it suggests that the first two states need further monitoring of control measures to reduce the contact of exposed and susceptible humans.
Mandal2020-COVID-19_pandemic_persuaded_lockdown_effects_on_environment_over_stone_quarrying_and_crushing_areas	Stone quarrying and crushing spits huge stone dust to the environment and causes threats to ecosystem components as well as human health. Imposing emergency lockdown to stop infection of COVID 19 virus on 24.03.2020 in India has created economic crisis but it has facilitated environment to restore its quality. Global scale study has already proved the qualitative improvement of air quality but its possible impact at regional level is not investigated yet. Middle catchment of Dwarka river basin of Eastern India is well known for stone quarrying and crushing and therefore the region is highly polluted. The present study has attempted to explore the impact of forced lockdown on environmental components like Particulate matter (PM) 10, Land surface temperature (LST), river water quality, noise using image and field derived data in pre and during lockdown periods. Result clearly exhibits that Maximum PM10 concentration was 189 to 278 μg/m3 in pre lockdown period and it now ranges from 50 to 60 μg/m3 after 18 days of the commencement of lockdown in selected four stone crushing clusters. LST is reduced by 3–5 °C, noise level is dropped to <65dBA which was above 85dBA in stone crusher dominated areas in pre lockdown period. Adjacent river water is qualitatively improved due to stoppage of dust release to the river. For instance, total dissolve solid (TDS) level in river water adjacent to crushing unit is attenuated by almost two times. When entire world is worried about the appropriate policies for abating environmental pollution, this emergency lockdown shows an absolute way i.e. pollution source management may restore environment and ecosystem with very rapid rate.
Mani2020-Natural_product-derived_phytochemicals_as_potential_agents_against_coronaviruses-a_review	Coronaviruses are responsible for a growing economic, social and mortality burden, as the causative agent of diseases such as severe acute respiratory syndrome (SARS), Middle East respiratory syndrome (MERS), avian infectious bronchitis virus (IBV) and COVID-19. However, there is a lack of effective antiviral agents for many coronavirus strains. Naturally existing compounds provide a wealth of chemical diversity, including antiviral activity, and thus may have utility as therapeutic agents against coronaviral infections. The PubMed database was searched for papers including the keywords coronavirus, SARS or MERS, as well as traditional medicine, herbal, remedy or plants, with 55 primary research articles identified. The overwhelming majority of publications focussed on polar compounds. Compounds that show promise for the inhibition of coronavirus in humans include scutellarein, silvestrol, tryptanthrin, saikosaponin B2, quercetin, myricetin, caffeic acid, psoralidin, isobavachalcone, and lectins such as griffithsin. Other compounds such as lycorine may be suitable if a therapeutic level of antiviral activity can be achieved without exceeding toxic plasma concentrations. It was noted that the most promising small molecules identified as coronavirus inhibitors contained a conjugated fused ring structure with the majority being classified as being polyphenols.
Manning2020-Understanding_COVID-19-Digit_ratio_2D-4D_and_sex_differences_in_national_case_fatality_rates	BackgroundThe reported national case fatality rates (CFRs) for coronavirus disease 2019 (COVID-19) shows a sex bias with males > females. The relative lengths of the index (2D) and ring (4D) fingers (digit ratio; 2D:4D) is a sexually dimorphic (males < females) proxy of fetal sex steroids (low 2D:4D indicates high prenatal testosterone/low prenatal estrogen).AimTo examine sex-specific relationships of 2D:4D per nation with national values of COVID-19 CFRs. Study design: COVID-19 CFRs and the percent of male deaths were related to mean national (self-reported) 2D:4D by sex and hand from a large online survey (the BBC Internet Study).Subjects103,482 men and 83,366 women.Outcome measuresRelationships of mean national 2D:4D with CFRs from 41 countries and with national male death rates from 16 countries.ResultsMale right and left hand 2D:4D showed positive relationships with CFR. These relationships remained significant after removing the influence of female 2D:4D. A positive association of male right and left 2D:4D was detected with the percentage of male deaths.ConclusionsAt the national level, high mean 2D:4D (indicating low prenatal testosterone/high prenatal estrogen) is associated with high CFRs and percent male mortality. At the individual level, high 2D:4D may be a risk factor for severity of COVID-19 in males. We speculate that male 2D:4D is a negative correlate for expression of the SARS-CoV2 receptor (ACE2).
Manning2020-Vaporization_bioactive_formulations_and_a_marine_natural_product-different_perspectives_on_antivirals	This article examines three aspects of antivirals, such as hydroxychloroquine, chloroquine, and remdesvir, as they might relate to the treatment of a viral infection such as COVID-19: (i) the use of vaporization for the delivery of antivirals, with the bulk constituents having mild antiviral efficacy; (ii) the application of a marine natural product extract as opposed to a single molecule as an antiviral agent; and (iii) a counter intuitive approach to formulation that is, in part, based on delivering multiple species that fall into three categories: building blocks for the virus to accelerate replication; an energy source for the infected cell to boost its immune response; and the species that antagonize or provide toxicity to the virus.
Manski2020-Estimating_the_COVID-19_infection_rate-Anatomy_of_an_inference_problem	As a consequence of missing data on tests for infection and imperfect accuracy of tests, reported rates of cumulative population infection by the SARS CoV-2 virus are lower than actual rates of infection. Hence, reported rates of severe illness conditional on infection are higher than actual rates. Understanding the time path of the COVID-19 pandemic has been hampered by the absence of bounds on infection rates that are credible and informative. This paper explains the logical problem of bounding these rates and reports illustrative findings, using data from Illinois, New York, and Italy. We combine the data with assumptions on the infection rate in the untested population and on the accuracy of the tests that appear credible in the current context. We find that the infection rate might be substantially higher than reported. We also find that the infection fatality rate in Illinois, New York, and Italy is substantially lower than reported.
Mansour2020-First_Case_of_an_Infant_with_COVID-19_in_the_Middle_East	The novel coronavirus (COVID-19) has been declared a worldwide pandemic. It was initially thought to spare children and adolescents as significantly smaller number of cases have been reported in the pediatric population in comparison to adults. Here, we report the case of a 16-month-old female infant from Lebanon who presented with fever and severe diarrhea and tested positive for COVID-19. Her symptoms started six days prior to presentation with no cough, rhinorrhea, or other respiratory manifestations reported. Chest radiography showed lobar consolidation and bronchial infiltrates. Blood culture was positive for Streptococcus pneumoniae. Stool and urine cultures were negative. She was treated with ceftriaxone and metronidazole. Her RT-PCR test was negative after five days of treatment, suggesting that children can clear the virus faster than adults. The patient likely contracted the virus from her parents, who because of the fear of social stigma hide recent history of respiratory illness. These findings serve as a practical reference for the clinical diagnosis and medical treatment of children with COVID-19.
Mantlo2020-Antiviral_activities_of_type_I_interferons_to_SARS-CoV-2_infection	There is an urgent need to identify antivirals to curtail the COVID-19 pandemic. Herein, we report the sensitivity of SARS-CoV-2 to recombinant human interferons α and β (IFNα/β). Treatment with IFN-α or IFN-β at a concentration of 50 international units (IU) per milliliter reduces viral titers by 3.4 log or over 4 log, respectively, in Vero cells. The EC50 of IFN-α and IFN-β treatment is 1.35 IU/ml and 0.76 IU/ml, respectively, in Vero cells. These results suggest that SARS-CoV-2 is more sensitive than many other human pathogenic viruses, including SARS-CoV. Overall, our results demonstrate the potential efficacy of human Type I IFN in suppressing SARS-CoV-2 infection, a finding which could inform future treatment options for COVID-19.
Manusubroto2020-Neurosurgery_services_in_Dr_Sardjito_General_Hospital_Yogyakarta_Indonesia_during_COVID-19_pandemic-an_experience_from_a_developing_country	BackgroundMost articles describing the effect of the COVID-19 pandemic on neurosurgical services have been from developed countries. We attempt to report our experience in carrying out neurosurgical services in Dr. Sardjito General Hospital, Yogyakarta, Indonesia, during the time of the pandemic.MethodsTo collect information on the effect of the pandemic in Indonesia and Yogyakarta, we gathered data from the Indonesian Ministry of Health online database for the national data and local government records for the local data (including records of Dr. Sardjito General Hospital Division of Neurosurgery).ResultsCompared to other countries, Indonesia has not been severely hit by the impact of COVID-19. To raise the understanding of the natural history of the pandemic, we grouped the period into four different phases: Phase 1 (there was confirmed cases in Indonesia but no cases found in Yogyakarta), Phase 2 (the first case in Yogyakarta detected), Phase 3 (the time when the cumulative cases surpass its peak), and Phase 4 (the pandemic ends). At the time of this writing, we were still in Phase 2 and in this phase, we experienced a decrease in the number of emergency surgical procedures, from an average of 4 to 2.4 procedures per week. Moreover, the number of elective operations dropped from an average of 12 to 9 procedures per week.ConclusionsA pandemic, such as COVID-19, reduces both inpatient and outpatient neurosurgical activities. A comprehensive plan can improve both utilization and safety of the neurosurgical staff.
Mao2020-A_child_with_household_transmitted_COVID-19	BackgroundAlthough people of all ages are susceptible to the novel coronavirus infection, which is presently named “Coronavirus Disease 2019” (COVID-19), there has been relatively few cases reported among children. Therefore, it is necessary to understand the clinical characteristics of COVID-19 in children and the differences from adults.Case presentationWe report one pediatric case of COVID-19. A 14-month-old boy was admitted to the hospital with a symptom of fever, and was diagnosed with a mild form of COVID-19. The child’s mother and grandmother also tested positive for SARS-CoV-2 RNA. However, the lymphocyte counts were normal. The chest computed tomography (CT) revealed scattered ground glass opacities in the right lower lobe close to the pleura and resorption after the treatment. The patient continued to test positive for SARS-CoV-2 RNA in the nasopharyngeal swabs and stool at 17 days after the disappearance of symptoms.ConclusionThe present pediatric case of COVID-19 was acquired through household transmission, and the symptoms were mild. Lymphocyte counts did not significantly decrease. The RNA of SARS-CoV-2 in stool and nasopharyngeal swabs remained positive for an extended period of time after the disappearance of symptoms. This suggests that attention should be given to the potential contagiousness of pediatric COVID-19 cases after clinical recovery.
Mao2020-Manifestations_and_prognosis_of_gastrointestinal_and_liver_involvement_in_patients_with_COVID-19-a_systematic_review_and_meta-analysis	BackgroundThe prevalence and prognosis of digestive system involvement, including gastrointestinal symptoms and liver injury, in patients with COVID-19 remains largely unknown. We aimed to quantify the effects of COVID-19 on the digestive system.MethodsIn this systematic review and meta-analysis, we systematically searched PubMed, Embase, and Web of Science for studies published between Jan 1, 2020, and April 4, 2020. The websites of WHO, CDC, and major journals were also searched. We included studies that reported the epidemiological and clinical features of COVID-19 and the prevalence of gastrointestinal findings in infected patients, and excluded preprints, duplicate publications, reviews, editorials, single case reports, studies pertaining to other coronavirus-related illnesses, and small case series (<10 cases). Extracted data included author; date; study design; country; patient demographics; number of participants in severe and non-severe disease groups; prevalence of clinical gastrointestinal symptoms such as vomiting, nausea, diarrhoea, loss of appetite, abdominal pain, and belching; and digestive system comorbidities including liver disease and gastrointestinal diseases. Raw data from studies were pooled to determine effect estimates.FindingsWe analysed findings from 35 studies, including 6686 patients with COVID-19, that met inclusion criteria. 29 studies (n=6064) reported gastrointestinal symptoms in patients with COVID-19 at diagnosis, and the pooled prevalence of digestive system comorbidities was 4% (95% CI 2–5; range 0–15; I2=74%). The pooled prevalence of digestive symptoms was 15% (10–21; range: 2–57; I2=96%) with nausea or vomiting, diarrhoea, and loss of appetite being the three most common symptoms. The pooled prevalence of abnormal liver functions (12 studies, n=1267) was 19% (9–32; range 1–53; I2=96%). Subgroup analysis showed patients with severe COVID-19 had higher rates of gastrointestinal symptoms (odds ratio [OR] 1·60 [95% CI 1·09–2·36]; p=0·0020; I2=44%) and liver injury (2·20 [1·60–3·02]; p<0·00001; I2=36%) compared with those with non-severe disease. Patients in Hubei province, where the initial COVID-19 outbreak occurred, were more likely to present with abnormal liver functions (p<0·0001) compared with those outside of Hubei. Paediatric patients with COVID-19 had a similar prevalence of gastrointestinal symptoms to those of adult patients. 10% (95% CI 4–19; range 3–23; I2=97%) of patients presented with gastrointestinal symptoms alone without respiratory features. Patients who presented with gastrointestinal system involvement had delayed diagnosis (standardised mean difference 2·85 [95% CI 0·22–5·48]; p=0·030; I2=73%). Patients with gastrointestinal involvement had a higher prevalence of complication (OR 2·51 [95% CI 1·62–3·89]; p<0·0001; I2=0%).InterpretationOur study showed that digestive symptoms and liver injury are not uncommon in patients with COVID-19. Increased attention should be paid to the care of this unique group of patients.FundingNone.
Mao2020-Neurologic_Manifestations_of_Hospitalized_Patients_With_Coronavirus_Disease_2019_in_Wuhan_China	QuestionWhat are neurologic manifestations of patients with coronavirus disease 2019?FindingsIn a case series of 214 patients with coronavirus disease 2019, neurologic symptoms were seen in 36.4% of patients and were more common in patients with severe infection (45.5%) according to their respiratory status, which included acute cerebrovascular events, impaired consciousness, and muscle injury.MeaningNeurologic symptoms manifest in a notable proportion of patients with coronavirus disease 2019.ImportanceThe outbreak of coronavirus disease 2019 (COVID-19) in Wuhan, China, is serious and has the potential to become an epidemic worldwide. Several studies have described typical clinical manifestations including fever, cough, diarrhea, and fatigue. However, to our knowledge, it has not been reported that patients with COVID-19 had any neurologic manifestations.ObjectiveTo study the neurologic manifestations of patients with COVID-19.Design, Setting, and ParticipantsThis is a retrospective, observational case series. Data were collected from January 16, 2020, to February 19, 2020, at 3 designated special care centers for COVID-19 (Main District, West Branch, and Tumor Center) of the Union Hospital of Huazhong University of Science and Technology in Wuhan, China. The study included 214 consecutive hospitalized patients with laboratory-confirmed diagnosis of severe acute respiratory syndrome coronavirus 2 infection.Main Outcomes and MeasuresClinical data were extracted from electronic medical records, and data of all neurologic symptoms were checked by 2 trained neurologists. Neurologic manifestations fell into 3 categories: central nervous system manifestations (dizziness, headache, impaired consciousness, acute cerebrovascular disease, ataxia, and seizure), peripheral nervous system manifestations (taste impairment, smell impairment, vision impairment, and nerve pain), and skeletal muscular injury manifestations.ResultsOf 214 patients (mean [SD] age, 52.7 [15.5] years; 87 men [40.7%]) with COVID-19, 126 patients (58.9%) had nonsevere infection and 88 patients (41.1%) had severe infection according to their respiratory status. Overall, 78 patients (36.4%) had neurologic manifestations. Compared with patients with nonsevere infection, patients with severe infection were older, had more underlying disorders, especially hypertension, and showed fewer typical symptoms of COVID-19, such as fever and cough. Patients with more severe infection had neurologic manifestations, such as acute cerebrovascular diseases (5 [5.7%] vs 1 [0.8%]), impaired consciousness (13 [14.8%] vs 3 [2.4%]), and skeletal muscle injury (17 [19.3%] vs 6 [4.8%]).Conclusions and RelevancePatients with COVID-19 commonly have neurologic manifestations. During the epidemic period of COVID-19, when seeing patients with neurologic manifestations, clinicians should suspect severe acute respiratory syndrome coronavirus 2 infection as a differential diagnosis to avoid delayed diagnosis or misdiagnosis and lose the chance to treat and prevent further transmission.This study investigates the neurologic manifestations of patients with coronavirus disease 2019.
Mao2020-The_enlightenment_from_two_cases_of_asymptomatic_infection_with_SARS-CoV-2-is_it_safe_after_14_days_of_isolation	From 78 laboratory-confirmed cases, we found 2 asymptomatic infections. One patient was discharged within 14 days after treatment. Another patient was discharged 25 days after treatment, and his TR-PCR test was still positive on the 15th day. We found that there may be virus carriers in asymptomatic population with epidemiological contact history. After 14 days of isolation, asymptomatic infection may still carry the virus, which means the risk of transmission and present a new challenge to home isolation.
Marasco2020-Impact_of_COVID-19_outbreak_on_clinical_practice_and_training_of_young_gastroenterologists-A_European_survey	BackgroundSARS-CoV-2 disease (COVID-19) is a major challenge for the healthcare system and physicians, imposing changes in daily clinical activity.Aimswe aimed to describe what European trainees and young gastroenterologists know about COVID-19 and identify training gaps to implement educational programs.MethodsA prospective web-based electronic survey was developed and distributed via e-mail to all members of the Italian Young Gastroenterologist and Endoscopist Association and to European representatives.ResultsOne hundred and ninety-seven subjects participated in the survey, of whom 14 (7.1%) were excluded. The majority were gastroenterologists in training (123, 67.7%) working in institutions with COVID-19 inpatients (159, 86.9%), aged ≤30 years (113, 61.8%). The activity of Gastroenterology Units was restricted to emergency visits and endoscopy, with reductions of activities of up to 90%. 84.5% of participants felt that the COVID-19 outbreak impacted on their training, due to unavailability of mentors (52.6%) and interruption of trainee's involvement (66.4%). Most participants referred absence of training on the use of personal protective equipment, oxygen ventilation systems and COVID-19 therapies.ConclusionCOVID-19 outbreak significantly impacted on gastroenterologists’ clinical activity. The resources currently deployed are inadequate, and therefore educational interventions to address this gap are warranted in the next future.
Marchand-Senécal2020-Diagnosis_and_Management_of_First_Case_of_COVID-19_in_Canada-Lessons_applied_from_SARS	We report diagnosis and management of the first laboratory-confirmed case of coronavirus disease 2019 (COVID-19) hospitalized in Toronto, Canada. No healthcare-associated transmission occurred. In the face of a potential pandemic of COVID-19, we suggest sustainable and scalable control measures developed based on lessons learned from SARS.
Margel2020-Changes_in_Urology_After_the_First_Wave_of_the_COVID-19_Pandemic	The COVID-19 pandemic has changed the world. Urology needs to overcome these challenges. Our duty is to provide care under any circumstances and our privilege is to re-examine and advance our field. The use of novel communication and health technologies will ensure safety while maintaining high-quality care.
Marhl2020-Diabetes_and_metabolic_syndrome_as_risk_factors_for_COVID-19	Background and aimsClinical evidence exists that patients with diabetes are at higher risk for Coronavirus disease 2019 (COVID-19). We investigated the physiological origins of this clinical observation linking diabetes with severity and adverse outcome of COVID-19.MethodsPublication mining was applied to reveal common physiological contexts in which diabetes and COVID-19 have been investigated simultaneously. Overall, we have acquired 1,121,078 publications from PubMed in the time span between 01 and 01-2000 and 17-04-2020, and extracted knowledge graphs interconnecting the topics related to diabetes and COVID-19.ResultsThe Data Mining revealed three pathophysiological pathways linking diabetes and COVID-19. The first pathway indicates a higher risk for COVID-19 because of an upregulation of Angiotensin-converting enzyme 2. The other two important physiological links between diabetes and COVID-19 are liver dysfunction and chronic systemic inflammation. A deep network analysis has suggested clinical biomarkers predicting the higher risk: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, and low Lymphocytes count.ConclusionsThe revealed biomarkers can be applied directly in clinical practice. For newly infected patients, the medical history needs to be checked for evidence of a long-term, chronic dysregulation of these biomarkers. In particular, patients with diabetes, but also those with prediabetic state, deserve special attention.
Marijon2020-Out-of-hospital_cardiac_arrest_during_the_COVID-19_pandemic_in_Paris_France-a_population-based_observational_study	BackgroundAlthough mortality due to COVID-19 is, for the most part, robustly tracked, its indirect effect at the population level through lockdown, lifestyle changes, and reorganisation of health-care systems has not been evaluated. We aimed to assess the incidence and outcomes of out-of-hospital cardiac arrest (OHCA) in an urban region during the pandemic, compared with non-pandemic periods.MethodsWe did a population-based, observational study using data for non-traumatic OHCA (N=30 768), systematically collected since May 15, 2011, in Paris and its suburbs, France, using the Paris Fire Brigade database, together with in-hospital data. We evaluated OHCA incidence and outcomes over a 6-week period during the pandemic in adult inhabitants of the study area.FindingsComparing the 521 OHCAs of the pandemic period (March 16 to April 26, 2020) to the mean of the 3052 total of the same weeks in the non-pandemic period (weeks 12–17, 2012–19), the maximum weekly OHCA incidence increased from 13·42 (95% CI 12·77–14·07) to 26·64 (25·72–27·53) per million inhabitants (p<0·0001), before returning to normal in the final weeks of the pandemic period. Although patient demographics did not change substantially during the pandemic compared with the non-pandemic period (mean age 69·7 years [SD 17] vs 68·5 [18], 334 males [64·4%] vs 1826 [59·9%]), there was a higher rate of OHCA at home (460 [90·2%] vs 2336 [76·8%]; p<0·0001), less bystander cardiopulmonary resuscitation (239 [47·8%] vs 1165 [63·9%]; p<0·0001) and shockable rhythm (46 [9·2%] vs 472 [19·1%]; p<0·0001), and longer delays to intervention (median 10·4 min [IQR 8·4–13·8] vs 9·4 min [7·9–12·6]; p<0·0001). The proportion of patients who had an OHCA and were admitted alive decreased from 22·8% to 12·8% (p<0·0001) in the pandemic period. After adjustment for potential confounders, the pandemic period remained significantly associated with lower survival rate at hospital admission (odds ratio 0·36, 95% CI 0·24–0·52; p<0·0001). COVID-19 infection, confirmed or suspected, accounted for approximately a third of the increase in OHCA incidence during the pandemic.InterpretationA transient two-times increase in OHCA incidence, coupled with a reduction in survival, was observed during the specified time period of the pandemic when compared with the equivalent time period in previous years with no pandemic. Although this result might be partly related to COVID-19 infections, indirect effects associated with lockdown and adjustment of health-care services to the pandemic are probable. Therefore, these factors should be taken into account when considering mortality data and public health strategies.FundingThe French National Institute of Health and Medical Research (INSERM)
Marshall2020-Public_enemy_number_one	The new coronavirus is no small threat, but we are starting to understand how it works, reports Michael Marshall
